drug,Cross Carmellose Sodium,Cross Povidone,Sodium Starch Glycolate,Low-Substituted Hydroxypropyl Cellulose,Pregelatinized Starch,MCC,Mannitol,Lactose,Di Calcium Phosphate,Sucrose,Sugartab,Eudragit EPO ,Precirol A TO 5 ,Kyron T-114,Aspartame ,Sodium Saccharin,Sucralose,Sodium Stearyl Fumarate,Magnesium Stearate ,Talc,Aerosil ,Polyvinylpyrrolidone (PVP) K- 30 ,Sodium Lauryl Sulphate,Flavour / Mint ,Classification,,actual dt
76.96,0,5.42,0,0,0,0.81,13.55,0,0,0,0,0,0,0,0.54,0,0,0,1.36,1.36,0,0,0,0,1,,52
76.96,0,6.78,0,0,0,0.81,12.2,0,0,0,0,0,0,0,0.54,0,0,0,1.36,1.36,0,0,0,0,1,,50
76.96,0,8.13,0,0,0,0.81,10.84,0,0,0,0,0,0,0,0.54,0,0,0,1.36,1.36,0,0,0,0,1,,50
76.96,0,9.49,0,0,0,0.81,9.49,0,0,0,0,0,0,0,0.54,0,0,0,1.36,1.36,0,0,0,0,1,,38
76.96,0,10.84,0,0,0,0.81,8.13,0,0,0,0,0,0,0,0.54,0,0,0,1.36,1.36,0,0,0,0,1,,47
76.96,0,12.2,0,0,0,0.81,6.78,0,0,0,0,0,0,0,0.54,0,0,0,1.36,1.36,0,0,0,0,1,,36
76.96,0,11.92,0,0,0,0.81,7.05,0,0,0,0,0,0,0,0.54,0,0,0,1.36,1.36,0,0,0,0,1,,48
76.96,0,11.38,0,0,0,0.81,7.59,0,0,0,0,0,0,0,0.54,0,0,0,1.36,1.36,0,0,0,0,1,,47
76.96,0,10.3,0,0,0,0.81,8.67,0,0,0,0,0,0,0,0.54,0,0,0,1.36,1.36,0,0,0,0,1,,45
4.55,0,3.64,0,0,0,0,81.82,0,0,0,0,0,0,0,0,1.82,0.91,0,0.91,0,4.55,0,0,1.82,1,,155
4.55,0,3.64,0,0,0,18.18,63.64,0,0,0,0,0,0,0,0,1.82,0.91,0,0.91,0,4.55,0,0,1.82,1,,145
4.55,0,3.64,0,0,0,18.18,61.82,0,0,0,0,0,0,0,0,1.82,0.91,0,0.91,0,4.55,0,0,3.64,1,,130
4.55,0,3.64,0,0,0,18.18,60,0,0,0,0,0,0,0,0,1.82,1.82,0,0.91,0,4.55,0,0,4.55,1,,138
4.55,0,5.45,0,0,0,18.18,58.18,0,0,0,0,0,0,0,0,1.82,1.82,0,0.91,0,4.55,0,0,4.55,1,,90
4.55,0,7.27,0,0,0,18.18,56.36,0,0,0,0,0,0,0,0,1.82,1.82,0,0.91,0,4.55,0,0,4.55,1,,45
4.55,7.27,7.27,0,0,0,18.18,49.09,0,0,0,0,0,0,0,0,1.82,1.82,0,0.91,0,4.55,0,0,4.55,0,,15
4.55,7.27,7.27,0,0,0,18.18,49.09,0,0,0,0,0,0,0,0,1.82,1.82,0,0.91,0,4.55,0,0,4.55,0,,12
4.55,7.27,7.27,0,0,0,18.18,49.09,0,0,0,0,0,0,0,0,1.82,1.82,0,0.91,0,4.55,0,0,4.55,0,,14
81.97,0,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,3.64,0,0,0,0.55,0.73,0.36,0,0,3.64,0,,10
81.97,0,0,6.38,0,0,2.73,0,0,0,0,0,0,0,0,3.64,0,0,0,0.55,0.73,0.36,0,0,3.64,0,,12
81.97,0,0,3.64,0,0,5.46,0,0,0,0,0,0,0,0,3.64,0,0,0,0.55,0.73,0.36,0,0,3.64,0,,12
81.97,0,4.55,0,0,0,4.55,0,0,0,0,0,0,0,0,3.64,0,0,0,0.55,0.73,0.36,0,0,3.64,0,,11
81.97,0,6.38,0,0,0,2.73,0,0,0,0,0,0,0,0,3.64,0,0,0,0.55,0.73,0.36,0,0,3.64,0,,10
81.97,0,3.64,0,0,0,5.46,0,0,0,0,0,0,0,0,3.64,0,0,0,0.55,0.73,0.36,0,0,3.64,0,,9
81.97,0,2.73,2.73,0,0,3.64,0,0,0,0,0,0,0,0,3.64,0,0,0,0.55,0.73,0.36,0,0,3.64,0,,12
20,0,0,1,0,0,75.6,0,0,0,0,0,0,0,0,1.4,0,0,0,1,0.5,0,0,0,0.5,1,,70.56
20,0,0,2.5,0,0,74.1,0,0,0,0,0,0,0,0,1.4,0,0,0,1,0.5,0,0,0,0.5,1,,61.32
20,0,0,5,0,0,71.6,0,0,0,0,0,0,0,0,1.4,0,0,0,1,0.5,0,0,0,0.5,1,,55.16
20,0,0,7.5,0,0,69.1,0,0,0,0,0,0,0,0,1.4,0,0,0,1,0.5,0,0,0,0.5,1,,46.96
20,0,1,0,0,0,75.6,0,0,0,0,0,0,0,0,1.4,0,0,0,1,0.5,0,0,0,0.5,1,,61.89
20,0,2.5,0,0,0,74.1,0,0,0,0,0,0,0,0,1.4,0,0,0,1,0.5,0,0,0,0.5,1,,58.45
20,0,5,0,0,0,71.6,0,0,0,0,0,0,0,0,1.4,0,0,0,1,0.5,0,0,0,0.5,1,,48.95
20,0,7.5,0,0,0,69.1,0,0,0,0,0,0,0,0,1.4,0,0,0,1,0.5,0,0,0,0.5,1,,33.31
5,0,0,1.25,0,0,76.75,12,0,0,0,0,0,0,0,0,0.625,0,0,0.625,0,1.25,0,0,2.5,1,,55
5,1.25,0,0,0,0,76.75,12,0,0,0,0,0,0,0,0,0.625,0,0,0.625,0,1.25,0,0,2.5,1,,67.5
5,1.25,0,1.25,0,0,75.5,12,0,0,0,0,0,0,0,0,0.625,0,0,0.625,0,1.25,0,0,2.5,1,,59
5,2.5,0,2.5,0,0,73,12,0,0,0,0,0,0,0,0,0.625,0,0,0.625,0,1.25,0,0,2.5,0,,4
5,2.5,0,5,0,0,70.5,12,0,0,0,0,0,0,0,0,0.625,0,0,0.625,0,1.25,0,0,2.5,0,,4
5,5,0,2.5,0,0,70.5,12,0,0,0,0,0,0,0,0,0.625,0,0,0.625,0,1.25,0,0,2.5,0,,6
5,0,0,5,0,0,73,12,0,0,0,0,0,0,0,0,0.625,0,0,0.625,0,1.25,0,0,2.5,1,,33.5
5,5,0,0,0,0,73,12,0,0,0,0,0,0,0,0,0.625,0,0,0.625,0,1.25,0,0,2.5,1,,39
12.5,0,0,0,1.5,0,25,56,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,,58.73
12.5,0,0,0,3,0,25,54.5,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,,50.18
12.5,0,0,0,4.5,0,25,53,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,,44.37
12.5,1.5,0,0,0,0,25,56,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,,48.02
12.5,3,0,0,0,0,25,54.5,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,,40.09
12.5,4.5,0,0,0,0,25,53,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,,34.86
12.5,0,1.5,0,0,0,25,56,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,,40.73
12.5,0,3,0,0,0,25,54.5,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,,30.46
12.5,0,4.5,0,0,0,25,53,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,,23.87
12.5,0,0,1.5,0,0,25,56,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,,68.21
12.5,0,0,3,0,0,25,54.5,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,,57.68
12.5,0,0,4.5,0,0,25,53,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,,49.09
12.5,0,0,0,0,1.5,25,56,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,,177.61
12.5,0,0,0,0,3,25,54.5,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,,152.43
12.5,0,0,0,0,4.5,25,53,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,,133.23
7.5,10,0,0,0,0,0,77.5,0,0,0,0,0,0,0,2.5,0,0,0,1.5,1,0,0,0,0,0,,29
7.5,20,0,0,0,0,0,67.5,0,0,0,0,0,0,0,2.5,0,0,0,1.5,1,0,0,0,0,1,,32
7.5,0,10,0,0,0,0,77.5,0,0,0,0,0,0,0,2.5,0,0,0,1.5,1,0,0,0,0,1,,38
7.5,0,20,0,0,0,0,67.5,0,0,0,0,0,0,0,2.5,0,0,0,1.5,1,0,0,0,0,1,,42
66.67,0,0,0,0,0,0,29.33,0,0,0,0,0,0,0,1.33,0,0,0,1.33,0.67,0,0,0,0.67,1,,80
66.67,0,5,0,0,0,0,24.33,0,0,0,0,0,0,0,1.33,0,0,0,1.33,0.67,0,0,0,0.67,1,,40.16
66.67,0,7.5,0,0,0,0,21.83,0,0,0,0,0,0,0,1.33,0,0,0,1.33,0.67,0,0,0,0.67,1,,40.5
66.67,0,10,0,0,0,0,19.33,0,0,0,0,0,0,0,1.33,0,0,0,1.33,0.67,0,0,0,0.67,1,,38
66.67,5,0,0,0,0,0,24.33,0,0,0,0,0,0,0,1.33,0,0,0,1.33,0.67,0,0,0,0.67,1,,55.33
66.67,7.5,0,0,0,0,0,21.83,0,0,0,0,0,0,0,1.33,0,0,0,1.33,0.67,0,0,0,0.67,1,,52.5
66.67,10,0,0,0,0,0,19.33,0,0,0,0,0,0,0,1.33,0,0,0,1.33,0.67,0,0,0,0.67,1,,42.75
66.67,0,0,5,0,0,0,24.33,0,0,0,0,0,0,0,1.33,0,0,0,1.33,0.67,0,0,0,0.67,1,,47
66.67,0,0,7.5,0,0,0,21.83,0,0,0,0,0,0,0,1.33,0,0,0,1.33,0.67,0,0,0,0.67,1,,46.83
66.67,0,0,10,0,0,0,19.33,0,0,0,0,0,0,0,1.33,0,0,0,1.33,0.67,0,0,0,0.67,1,,45.5
